ticker,bar,price,ret_1M,ret_3M,ret_6M,ret_12M,system
SRPT,119,25.280000686645508,3.1249959917763803,55.22152141078003,22.863918600881348,52.610762591612904,🟢 MFI > 0
STKL,43,4.150000095367432,9.156629053216282,5.542169006941244,46.74698825636281,79.0361363276255,🟢 MFI > 0
USNA,44,18.1200008392334,3.3388494162008175,15.618100400848455,21.1920423145064,2.924937940120409,🟢 MFI > 0
USNA,78,22.145000457763672,9.121699778766512,58.25241564471999,71.48339439662412,65.206585361106,🟢 MFI > 0
USNA,119,68.66000366210938,-0.4223724148843644,-6.42295867593009,-9.263041196950372,-16.836592734363297,🟢 MFI > 0
USNA,134,65.69999694824219,9.132420515524142,13.622534236474081,60.654502213918015,78.11263634495084,🟢 MFI > 0
WB,81,32.56043243408203,21.0399082797748,10.574795542674487,23.738477857593242,-23.97982220653875,🟢 MFI > 0
ACB,25,72.7868881225586,68.52145362374,218.75992039263238,205.24641566118885,217.96502068116564,📈 MFI subiendo
ALDX,40,7.199999809265137,-12.499995032946131,-5.555550404536735,4.166669426141034,91.6666743931949,📈 MFI subiendo
ALEC,25,20.139999389648438,-3.177752775788978,3.4260206304289387,13.306853954291809,-29.24528087461503,📈 MFI subiendo
ALT,90,8.569999694824219,-15.869308110928015,-22.403730079667973,-36.63943965344565,-38.623098994290864,📈 MFI subiendo
ANAB,104,20.413333892822266,19.46440194250558,58.327884433363295,81.12343454302962,,📈 MFI subiendo
ARDX,29,14.800000190734863,-4.054056579305588,-8.108106714865881,-68.2432449412572,-55.06756750225934,📈 MFI subiendo
BLNK,43,92.5,-29.729729729729726,-29.729729729729726,-34.05405405405405,-70.32432349952491,📈 MFI subiendo
BLNK,47,85.0,-26.470588235294112,-30.000000000000004,-45.29411764705882,-73.52941176470588,📈 MFI subiendo
BLNK,126,5.679999828338623,94.54226275860546,81.51409738039257,652.6408678167901,624.8239333307756,📈 MFI subiendo
HIVE,69,0.3499999940395355,0.0,14.285717934978305,71.42858115994217,3571.4287429439805,📈 MFI subiendo
HIVE,183,4.519999980926514,-10.840702946589909,,,,📈 MFI subiendo
JKS,114,14.087655067443848,22.561292912925612,24.468661168373053,-13.84196577072927,276.23976804188095,📈 MFI subiendo
KSS,35,24.814313888549805,6.261526365375403,17.857881034265823,3.7487373986796246,-1.7714043831568493,📈 MFI subiendo
