type,entry_price,ret_1M,ret_3M,ret_6M,ret_12M,system
ASH_BUY,2.6004011631011963,62.898550299430454,94.4927386612093,93.97955766056872,17.33832419246102,ASH L21
ASH_BUY_STRONG,4.484740734100342,-7.6502817648524175,-27.50455785921444,12.979152027132269,-7.422535000116426,ASH L21
ASH_BUY,5.066822052001953,-14.480407111080329,-19.420790491455964,-18.057921891951512,-0.21034461470355037,ASH L21
ASH_BUY,16.040000915527344,5.236896491858101,,,,ASH L21
ASH_BUY,38.15999984741211,-21.698115093695503,-50.31446760931142,-61.006288852356924,-60.37735863202715,ASH L21
ASH_BUY_STRONG,48.47999954223633,-24.99999803284999,-25.74257355626336,-1.4851510468267493,-44.801979204706434,ASH L21
ASH_BUY_STRONG,7.789999961853027,-8.85751040563968,1.0269566636432303,1.4120684730817068,-36.07188647676346,ASH L21
ASH_BUY,12.930000305175781,-10.827537039145929,8.35266742626246,-14.849188174615769,-60.324826037417665,ASH L21
ASH_BUY,11.279999732971191,-14.539002025458881,-23.492904975736685,-56.914891413439214,-73.49290708937662,ASH L21
ASH_BUY,6.150000095367432,-17.723579442038506,-14.471542320072484,-73.49593544787996,30.731704669553793,ASH L21
ASH_BUY,9.239999771118164,-12.987011244481018,4.220783040945442,4.54545548374099,87.22943361033238,ASH L21
ASH_BUY_STRONG,15.6899995803833,-5.927338281539618,4.9075814192631295,-4.07902744910591,-36.07393243329735,ASH L21
ASH_BUY_STRONG,17.010000228881836,-11.405058835705518,-29.86478456996465,-40.446796130896814,-43.44503376769525,ASH L21
ASH_BUY,10.609999656677246,38.360045053697434,3.4872751888000986,-32.61074150113016,-56.927423944021385,ASH L21
ASH_BUY,5.333564281463623,-15.021123716450935,-33.286296874601874,-35.04936168424704,68.68830012976859,ASH L21
ASH_BUY,5.563006401062012,14.536839335291663,62.88030569658174,120.07308123194078,177.34519524757704,ASH L21
ASH_BUY,37.873504638671875,-4.847782785230759,-3.5938032567872535,-2.03149336966848,-37.83074605229972,ASH L21
ASH_BUY,33.76288604736328,52.27607008590696,18.111890782440977,22.76794319298572,,ASH L21
ASH_BUY,4.21999979019165,-22.27487833024726,-31.516581787011745,-34.59715337241966,55.213282378798326,ASH L21
ASH_BUY,13.413000106811523,13.69566747603017,17.34883803605518,116.05904205964643,118.74300990788899,ASH L21
ASH_BUY,11.289999961853027,16.829048936670034,28.609393328824282,6.20017547945364,-27.635074367591017,ASH L21
ASH_BUY,8.069999694824219,-8.426268327801157,,,,ASH L21
ASH_BUY,0.4000000059604645,0.0,-62.49999906867744,-62.49999906867744,-62.49999906867744,ASH L21
ASH_BUY_STRONG,0.3499999940395355,0.0,14.285717934978305,71.42858115994217,3571.4287429439805,ASH L21
ASH_BUY_STRONG,1.850000023841858,-2.702706534118826,2.702700090373522,413.513506895613,594.5946062629982,ASH L21
ASH_BUY,3.809999942779541,-11.548558105737449,-33.858267223802706,-18.11023799431024,-45.669292274774854,ASH L21
ASH_BUY,3.690000057220459,10.569101908886381,-20.596205384228007,-54.20054116493771,40.92140185987165,ASH L21
ASH_BUY,4.03000020980835,29.032246614012646,-35.98015410950192,-52.853601061015866,,ASH L21
ASH_BUY_STRONG,4.519999980926514,-16.150442968007496,,,,ASH L21
ASH_BUY_STRONG,2.2200000286102295,-15.765766636542155,7.65766099563383,5.85585019580932,-32.43243330320882,ASH L21
ASH_BUY_STRONG,1.9700000286102295,20.304560971556906,-6.598984433687505,-10.65990025873862,,ASH L21
ASH_BUY_STRONG,6.989999771118164,-30.47209881758024,,,,ASH L21
ASH_BUY,1.5399999618530273,8.441558341027754,20.77922469991771,-37.53246518004938,,ASH L21
ASH_BUY,6.095693588256836,13.853918725216285,100.8815985736721,270.151121797028,253.02267061631173,ASH L21
ASH_BUY,21.511503219604492,2.6052863115049174,-14.846540984337697,-7.601720590202909,-20.52105194231396,ASH L21
ASH_BUY,21.242801666259766,-25.623420516880767,-24.43079347629139,-26.34622736871064,-44.958444318781154,ASH L21
ASH_BUY,21.204416275024414,0.7603069148305996,-3.584366992434529,-19.551055070327372,-49.78276945290554,ASH L21
ASH_BUY,13.818953514099121,8.111096702928577,20.499995065638398,-11.388899949986964,-17.49999982746987,ASH L21
ASH_BUY_STRONG,14.087655067443848,22.56130645207477,24.468661168373053,-13.841959001154692,276.23976804188095,ASH L21
ASH_BUY,14.70182991027832,19.26893291158931,204.438626241617,223.70758510029782,181.40990787095942,ASH L21
ASH_BUY,40.68914031982422,-3.7358572431184456,-20.924539400027044,-36.73585611809179,-46.677449422083185,ASH L21
ASH_BUY,22.17392349243164,4.4943788330536805,7.407400717146295,5.742821698672973,,ASH L21
ASH_BUY_STRONG,24.814313888549805,6.261564797802777,17.857819542382014,3.7487143392232136,-1.7714120696423308,ASH L21
ASH_BUY_STRONG,28.231897354125977,-15.29881982712057,-2.570673732547968,-15.05255665839844,-6.8851198633665405,ASH L21
ASH_BUY,27.916074752807617,-8.271418345220294,-7.198677677186827,-13.839459422933608,-14.918192139511833,ASH L21
ASH_BUY,27.599327087402344,-1.2787494896335794,-13.941738477329224,-10.505600692633221,1.0420320779632508,ASH L21
ASH_BUY_STRONG,27.75306510925293,-1.7506427054996165,0.48231004098182595,8.98501841745485,8.785219082733287,ASH L21
ASH_BUY,29.883764266967773,-18.602776323440985,-18.64363746074009,-19.907811606541582,15.524340874815113,ASH L21
ASH_BUY_STRONG,28.659170150756836,-7.238843900290826,20.460646684448246,47.13039873991549,70.39906203115618,ASH L21
